Datetime,Tweet Id,Text,Username,Like Count,Reply Count,Country
2021-03-30 17:53:07+00:00,1376955664484999174,"However, I urge all South Africans to limit their travel as much as possible and to observe all the necessary health protocols if they cannot avoid travelling.",CyrilRamaphosa,28,3,South Africa
2021-03-30 17:53:06+00:00,1376955658554212358,"#Funerals remain restricted to a maximum of 100 people and with a two-hour limit on services.
 
Interprovincial travel will still be permitted.",CyrilRamaphosa,26,1,South Africa
2021-03-30 17:53:04+00:00,1376955649830105096,"The #curfew is maintained from midnight to 4am.
 
Public recreational spaces such as beaches, parks and dams will remain open.
 
However, this will continue to be subject to strict health protocols, such as social distancing, mask-wearing.",CyrilRamaphosa,23,2,South Africa
2021-03-30 17:53:02+00:00,1376955643941294080,"Given the relatively low transmission levels, we have decided to keep the country on coronavirus Alert #Level1.
 
However, due to the specific circumstances of this period, we need to make a few adjustments.
 
Some of the measures that will remain unchanged are as follows:",CyrilRamaphosa,80,4,South Africa
2021-03-30 17:50:26+00:00,1376954989604700166,"For millions of people, this is also a time of religious observance.
 
While the rate of transmission remains stable, we cannot let our guard down.
 
This is a time when caution is needed more than ever.

",CyrilRamaphosa,37,5,South Africa
2021-03-30 17:49:51+00:00,1376954843445788674,"Many of us have made plans for the upcoming long weekend.
 
Some of us will be heading out of town; others will be visiting friends and family.
 
Many of us will be attending gatherings and celebrations.

",CyrilRamaphosa,33,6,South Africa
2021-03-30 17:49:30+00:00,1376954754753036295,"Fellow South Africans,
 
In just a few days, the country will begin the annual Easter break.
 
For many, this will be a welcome moment to pause and rest, whether from work or from our studies, and from the pressures of the last months.

",CyrilRamaphosa,47,8,South Africa
2021-03-30 17:48:20+00:00,1376954459646013444,"In addition, Vodacom will be deploying a state-of-the-art vaccine management platform across the AU member states, following a successful roll-out of the same platform in South Africa.

",CyrilRamaphosa,49,8,South Africa
2021-03-30 17:47:45+00:00,1376954314753773569,"We commend the Vodacom Group and Vodafone Foundation, which have pledged R87 million in the African countries in which they operate for cold chain storage and logistics so that Covid-19 vaccines are delivered securely.

",CyrilRamaphosa,46,7,South Africa
2021-03-30 17:47:36+00:00,1376954274752643076,"We are also grateful to numerous companies working through the Solidarity Fund to lend financial resources to the vaccine acquisition and rollout.

",CyrilRamaphosa,32,5,South Africa
2021-03-30 17:47:09+00:00,1376954160986386435,"We are particularly encouraged by the commitment of the private healthcare sector to work with government to make the vaccine rollout a success, drawing on the immense capabilities that we have developed in the sector.

",CyrilRamaphosa,31,4,South Africa
2021-03-30 17:46:39+00:00,1376954035811532801,"This agreement is significant for Africa, not only because it gives effect to our determination that no country should be left behind, but also because these vaccines will be produced right here on our continent.

",CyrilRamaphosa,36,5,South Africa
2021-03-30 17:46:16+00:00,1376953939644518406,"Earlier this week, the African Vaccine Acquisition Trust signed a procurement agreement on behalf of African Union member states for 220 million doses of the Johnson &amp; Johnson vaccine.
 
It has an option for an additional 180 million doses.

",CyrilRamaphosa,44,4,South Africa
2021-03-30 17:45:43+00:00,1376953802675384320,"More than half of the capacity of the plant – which can produce 300 million doses a year – has been committed to Africa.

",CyrilRamaphosa,42,5,South Africa
2021-03-30 17:45:29+00:00,1376953743074340870,"I wish to commend Aspen for having had the foresight to invest in this facility and for the speed with which they have gotten ready to begin production.

",CyrilRamaphosa,36,5,South Africa
2021-03-30 17:45:00+00:00,1376953619065503745,"This is a world-class vaccine manufacturing facility which rates amongst the best in the world.
 
This is a great achievement for South Africa, demonstrating our capabilities in advanced manufacturing.

",CyrilRamaphosa,48,9,South Africa
2021-03-30 17:44:41+00:00,1376953542473355267,"Yesterday, the Deputy President and I visited the Aspen manufacturing plant in the Eastern Cape, which will be involved in producing the Johnson &amp; Johnson vaccines. We were warmly welcomed by Premier Mabuyane and his MECs.

",CyrilRamaphosa,50,12,South Africa
2021-03-30 17:43:53+00:00,1376953341998211078,"We are developing mechanisms to identify and register undocumented persons so that they too can be vaccinated.
 
We remain committed to keeping the nation informed on every step in the vaccine rollout process.

",CyrilRamaphosa,99,51,South Africa
2021-03-30 17:43:16+00:00,1376953186834128904,"An Electronic Vaccination Data System has been established to manage the vaccine rollout and direct people towards vaccination sites closest to where they live.

",CyrilRamaphosa,38,7,South Africa
2021-03-30 17:43:00+00:00,1376953115950391298,"Registration to be vaccinated is scheduled to start in April.
 
People will be encouraged to register on-line, but those without on-line access will be able to register in person.

",CyrilRamaphosa,44,8,South Africa
2021-03-30 17:42:41+00:00,1376953038573801480,"The 2nd phase of the COVID-19 vaccination programme aims to ensure that we will protect our communities, prevent health services from being overwhelmed &amp; reduce the need for lockdowns that seriously disrupt education, the economy &amp; each one of our lives.

",CyrilRamaphosa,41,7,South Africa
2021-03-30 17:42:07+00:00,1376952896324055043,"In line with international best practice, we will be prioritising those at the highest risk of hospitalisation and death, such as people over 60 and people living with co-morbidities.

",CyrilRamaphosa,23,8,South Africa
2021-03-30 17:41:40+00:00,1376952784260579335,"We will ensure that we have sufficient doses of effective vaccines to reach population immunity in the shortest possible time.
 
Phase 2 is scheduled to start in mid-May.

",CyrilRamaphosa,34,6,South Africa
2021-03-30 17:41:17+00:00,1376952687204388869,"We have had to adapt to the changing nature of the virus and to emerging evidence about the effectiveness of different vaccines.

",CyrilRamaphosa,34,7,South Africa
2021-03-30 17:40:54+00:00,1376952591280713742,"The demand for vaccines around the world has become extremely competitive but we are doing our best to secure enough supply the people of South Africa and the African continent.

",CyrilRamaphosa,48,21,South Africa
2021-03-30 17:40:37+00:00,1376952517490270208,"Although there have been delays in securing vaccine supplies, we are still confident in achieving our vaccination targets.

",CyrilRamaphosa,72,12,South Africa
2021-03-30 17:40:12+00:00,1376952412334870538,"In addition to the vaccine doses, we will receive directly through our agreements with manufacturers, we will also receive an allocation of vaccine doses through the African Union initiative that we established when we held the Chairship of the AU.

",CyrilRamaphosa,28,7,South Africa
2021-03-30 17:39:36+00:00,1376952262136889346,"We are also in various stages of negotiations with the manufacturers of other vaccines such as Sinovac, Sinopharm and Sputnik V. Some of these manufacturers in the final stages of the approval process for use of the vaccines in South Africa.

",CyrilRamaphosa,28,8,South Africa
2021-03-30 17:39:09+00:00,1376952149385613324,"We will make further announcements once these negotiations have been concluded.

",CyrilRamaphosa,24,4,South Africa
2021-03-30 17:39:02+00:00,1376952117857021962,"We are also finalising an agreement for 20 million doses of the Pfizer vaccine, which requires two doses.
 
Together, this supply of vaccines will this will provide us with enough doses to vaccinate 41 million people.

",CyrilRamaphosa,19,6,South Africa
2021-03-30 17:38:42+00:00,1376952034839126017,"We have secured 11 million doses of the Johnson &amp; Johnson vaccine, which we know to be effective against the dominant variants in our country.
 
We have secured a further 20 million doses and are finalising the agreement with Johnson &amp; Johnson.

",CyrilRamaphosa,28,4,South Africa
2021-03-30 17:38:26+00:00,1376951967650549760,"More than 250,000 health workers have to date received the Johnson &amp; Johnson vaccine as part of the Sisonke trial.

",CyrilRamaphosa,22,8,South Africa
2021-03-30 17:37:55+00:00,1376951838789013508,"In the middle of February, we began Phase 1 of our vaccination programme, which involves the vaccination of health workers.
 
This phase is on track to be completed within three months.

",CyrilRamaphosa,13,6,South Africa
2021-03-30 17:37:49+00:00,1376951814671728641,"At the same time, our national vaccination programme has commenced and will be gaining momentum.

",CyrilRamaphosa,17,9,South Africa
2021-03-30 17:37:31+00:00,1376951736464719885,"It is also a testament to the high degree of vigilance we have continued to observe as a country with regards to monitoring, testing, contact tracing and preventive measures.

",CyrilRamaphosa,29,4,South Africa
2021-03-30 17:37:19+00:00,1376951685919207430,"This is thanks to the collective efforts of all South Africans who have abided by the restrictions that have been in place since March last year to protect lives.

",CyrilRamaphosa,22,4,South Africa
2021-03-30 17:37:13+00:00,1376951663924289538,"The number of hospitalisations is declining, as is the number of deaths.
 
Our national recovery rate stands at slightly higher than 95%.

",CyrilRamaphosa,19,5,South Africa
2021-03-30 17:36:58+00:00,1376951599441047554,"As I reported when I last addressed you, South Africa has emerged from a second wave of infections.
 
For the past two weeks, the number of new cases has remained relatively stable at around 1,200 new cases per day.

",CyrilRamaphosa,22,3,South Africa
2021-03-30 17:36:09+00:00,1376951394171772930,"1 year later, we have made significant progress in bringing the pandemic under control. The tireless efforts of our healthcare workers have saved many thousands of lives, the pioneering work of our scientific community has led to significant advances in understanding of the virus",CyrilRamaphosa,55,6,South Africa
2021-03-30 17:35:21+00:00,1376951193537249281,"What has perhaps been most difficult of all is how the pandemic has affected the social interactions that make us feel part of a community. We miss the many things we once took for granted, like being able to visit our loved ones, go to a party, or attend religious services.",CyrilRamaphosa,138,31,South Africa
2021-03-30 17:34:48+00:00,1376951054273810432,"It is now just over a year since we declared a National State of Disaster in response to the COVID-19 pandemic and had to introduce measures to contain its spread.
 
Since then, we all had to put up with restrictions on nearly every aspect of our lives.",CyrilRamaphosa,86,17,South Africa
2021-03-30 17:34:07+00:00,1376950883406254082,"We wish Ms Grootboom well, and thank her for her many years of service.
 
Sifuna ukuthi, uphumle kamnandi. Abantu base Mzansi bayakuthanda. Nam ndiyakuthanda.",CyrilRamaphosa,759,27,South Africa
2021-03-30 17:34:07+00:00,1376950881170690056,"I wish to pay tribute to Ms Grootboom as an outstanding journalist who, throughout her distinguished career, brought historic events in our country and across the world into the living rooms of our nation.",CyrilRamaphosa,677,12,South Africa
2021-03-30 17:34:06+00:00,1376950878062718978,"Fellow South Africans,
Good Evening,
 
We decided to delay the start of this address to the nation by half an hour because a legend of South African broadcasting, Ms #NoxoloGrootboom, presented her last isiXhosa bulletin at 7pm on SABC News this evening. ",CyrilRamaphosa,8237,198,South Africa
2021-03-30 17:31:36+00:00,1376950249676103686,Progress in the national effort to contain the #COVID19 pandemic #StaySafe ,CyrilRamaphosa,144,37,South Africa
2021-03-29 20:33:55+00:00,1376633742740094982,"This was a robust #ANCNEC meeting. Members had an opportunity to express themselves and different views on a variety of matters. In the end, we were able to find one another in uniting the ANC &amp; keeping this valuable instrument of transformation together &amp; for this we are proud.",CyrilRamaphosa,424,194,South Africa
2021-03-29 20:29:15+00:00,1376632566170718217,"#ANCNEC elected cde Dr Gwen Ramokgopa to fill the vacancy on the National Working Committee left by cde Nomaindia Mfeketo, following her appointment as an Ambassador of our country in the United States",CyrilRamaphosa,144,12,South Africa
2021-03-29 20:28:21+00:00,1376632342530379776,"The NEC called on all ANC members to rally around this decision and not to engage in any acts of indiscipline, including through mobilisation or public statements that undermine implementation of the Conference resolution.",CyrilRamaphosa,73,10,South Africa
2021-03-29 20:28:20+00:00,1376632338621337600,"The Secretary General’s Office will work with the provinces to identify all people affected and inform them of the decision.
 
The NEC welcomed the decision by the ANC Secretary General Cde Ace Magashule to use this time to seek the counsel of past leaders of the movement.",CyrilRamaphosa,72,22,South Africa
2021-03-29 20:28:20+00:00,1376632336201224195,The NEC also agreed that the Provincial Chairpersons and Secretaries would meet with the National Officials during that time to further refine the guidelines to ensure the resolution can be effectively and practically implemented.,CyrilRamaphosa,36,2,South Africa
2021-03-29 20:28:19+00:00,1376632333965651976,"The meeting emphasised that the 30 day period will be to enable the implementation of the decision in line with the guidelines, not to review the decision.",CyrilRamaphosa,63,3,South Africa
2021-03-29 20:26:38+00:00,1376631911309848576,"All members who have been charged with corruption or other serious crimes must step aside within 30 days, failing which they should be suspended in terms of Rule 25.70 of the ANC Constitution.",CyrilRamaphosa,283,57,South Africa
2021-03-29 20:26:38+00:00,1376631908868706305,The NEC resolved that these resolutions must be implemented in line with the Guidelines and Procedures adopted by the NEC at its meeting on 13-14 February 2021.,CyrilRamaphosa,48,4,South Africa
2021-03-29 20:26:37+00:00,1376631906293403652,"#ANCNEC reaffirmed the Resolutions of the 54th National Conference #ANC54 on ANC Credibility and Integrity, as well as decisions of NEC meetings on 28-30 August and 6-9 December 2020 on the implementation of these resolutions.",CyrilRamaphosa,176,31,South Africa
2021-03-29 20:25:24+00:00,1376631599257817093,The #ANCNEC resolved the individual reports of the Integrity Commission dealing with Individual Members should be processed by the officials and the NWC and  be dealt with at a Special NEC meeting.,CyrilRamaphosa,28,5,South Africa
2021-03-29 20:25:23+00:00,1376631596724420612,"The NEC agreed that the work of the Integrity Commission must be supported through appropriate capacitation, regular engagements and expeditious processing of its reports.",CyrilRamaphosa,28,7,South Africa
2021-03-29 20:25:23+00:00,1376631594216271876,"The NEC also commended the Commission on the progress with the development of an ANC Ethical Framework, which will be discussed by ANC structures leading up to the National General Council.",CyrilRamaphosa,8,1,South Africa
2021-03-29 20:25:22+00:00,1376631591905198083,"The NEC agreed that the Commission’s mandate is primarily focussed on dealing with ethical matters and defending the reputation and integrity of the ANC, not determining the guilt of innocence of individuals.",CyrilRamaphosa,8,2,South Africa
2021-03-29 20:25:22+00:00,1376631589371805697,"honesty and increasing compliance with the Constitution, Rules and Code of Conduct by members of the ANC as well as to protect the ANC from being brought into disrepute.",CyrilRamaphosa,11,2,South Africa
2021-03-29 20:25:21+00:00,1376631584615452681,"The NEC expressed full and unconditional appreciation and support for the Integrity Commission in the execution of its mandate to provide leadership in the combating of unethical conduct, in promoting integrity,",CyrilRamaphosa,11,1,South Africa
2021-03-29 20:25:20+00:00,1376631582317023232,#ANCNEC met with members of the ANC Integrity Commission. Both the NEC and Integrity Commission appreciated the opportunity to engage in an open &amp; frank discussion aimed at combating corruption &amp; other forms of unethical behaviour that threaten to undermine the country &amp; the ANC.,CyrilRamaphosa,62,9,South Africa
2021-03-29 20:23:06+00:00,1376631018430607360,"Members of these structures are urged to desist forthwith from any activities that contribute to social disorder in society, or cause disunity or factionalism in the ANC.",CyrilRamaphosa,45,6,South Africa
2021-03-29 20:23:05+00:00,1376631015377108996,"In this regard, processes should be initiated to bring the MK Military Veterans’ Association (MKMVA) and the MK National Council together towards the convening of the united conference.",CyrilRamaphosa,37,4,South Africa
2021-03-29 20:23:04+00:00,1376631013242179585,The meeting urged the implementation of conference resolution to urgently convene a Conference to form a united structure of all MK military veterans.,CyrilRamaphosa,17,2,South Africa
2021-03-29 20:23:04+00:00,1376631010687918092,#ANCNEC expressed concern at the use of the name of Umkhonto we Sizwe to promote factionalism in the ANC and engage in acts of social instability. The meeting warned against utterances or actions that bring the proud history and noble legacy of Umkhonto we Sizwe into disrepute.,CyrilRamaphosa,216,35,South Africa
2021-03-29 20:21:35+00:00,1376630639223521282,"We wish to state very clearly that there is only one ANC with constitutional and other structures responsible for taking decisions on a variety of issues. Articulation and enforcement of decisions of the ANC, legitimately arrived at, is therefore not an act of factionalism.",CyrilRamaphosa,38,9,South Africa
2021-03-29 20:21:34+00:00,1376630636086239237,Related to these developments is the narrative gaining currency on various public platforms that the challenges the ANC faces with regard to unity and cohesion are a reflection of a multiplicity of factions pursuing their selfish interests.,CyrilRamaphosa,28,4,South Africa
2021-03-29 20:21:33+00:00,1376630631682170894,Public statements by any senior leader of the ANC that misrepresent policy positions of the movement and decisions of its structures are therefore condemned without reservation.,CyrilRamaphosa,17,2,South Africa
2021-03-29 20:21:33+00:00,1376630628309999622,The NEC reaffirmed the requirement in the Constitution that all leaders abide by decisions of the collective and desist from making statements that contradict agreed positions of the movement.,CyrilRamaphosa,15,1,South Africa
2021-03-29 20:21:32+00:00,1376630625659158528,The NEC called on all ANC members to also ensure that they actively participate in the structures and processes of the movement to advance their views.,CyrilRamaphosa,10,1,South Africa
2021-03-29 20:21:31+00:00,1376630623306182656,"The NEC noted the emergence of social movements, which include prominent ANC stalwarts, with the express desire to defend our constitutional democracy.",CyrilRamaphosa,12,1,South Africa
2021-03-29 20:19:13+00:00,1376630044861288452,It is the responsibility of all ANC members and indeed all freedom-loving South Africans to protect and advance the gains of our democracy.,CyrilRamaphosa,23,7,South Africa
2021-03-29 20:19:13+00:00,1376630042185334784,"As before, these machinations, which are aimed at undermining organisational and societal renewal, and at subverting the process of social transformation, will fail.",CyrilRamaphosa,20,2,South Africa
2021-03-29 20:19:12+00:00,1376630039509356553,The NEC also noted the re-emergence of an orchestrated campaign of ‘fake news’ directed against President Cyril Ramaphosa and other leaders of the ANC – akin to the disinformation crusade South Africa experienced during the height of state capture.,CyrilRamaphosa,20,2,South Africa
2021-03-29 20:19:12+00:00,1376630037261213702,"In terms of Rule 25.9 of the ANC Constitution on ‘Institution of disciplinary proceedings’, the NEC directs the Presenter of the ANC to investigate these matters and, if deemed necessary, immediately formulate charges for the attention of the National Disciplinary Committee.",CyrilRamaphosa,12,1,South Africa
2021-03-29 20:18:00+00:00,1376629736638713863,The meeting agreed that no ANC member should associate themselves with or be involved in the so-called ‘RET Forces’. The NEC will not allow will not allow any member of the ANC staff to use the resources and premises of the ANC to hold meetings of the RET or any other faction.,CyrilRamaphosa,57,15,South Africa
2021-03-29 20:17:59+00:00,1376629734172454912,The NEC warned those who wish to subvert the ANC by seeking to create diversions that we will not tolerate meddling in the internal affairs of the ANC or the use of ANC resources to undertake counter-revolutionary activities from within its structures and facilities.,CyrilRamaphosa,37,4,South Africa
2021-03-29 20:17:58+00:00,1376629729281851398,"The NEC reaffirmed its commitment to principled unity based on the mission and values of the ANC.
 
The NEC therefore condemned the establishment of groups operating as an organised faction within the ANC to undermine the ideological and organisational integrity of the ANC.",CyrilRamaphosa,11,2,South Africa
2021-03-29 20:17:57+00:00,1376629726060679170,"The meeting discussed the task of forging unity and cohesion within the movement. This is essential to the ANC’s ability to undertake its historic mission to unite the South African people in building a non-racial, non-sexist, democratic and prosperous society.",CyrilRamaphosa,85,17,South Africa
2021-03-29 20:16:13+00:00,1376629289072918533,"It also requires constant reminders and political education of all members and leaders. In this regard, the meeting agreed to undertake a programme of gender sensitivity training throughout the ANC, starting with the NEC.",CyrilRamaphosa,19,1,South Africa
2021-03-29 20:16:12+00:00,1376629284513714178,"The meeting reaffirmed the ANC’s unwavering commitment to gender equality. This necessarily involves measures to ensure the equal representation and participation of women in all leadership structure of the ANC, government and other parts of society.",CyrilRamaphosa,27,5,South Africa
2021-03-29 20:16:11+00:00,1376629280965296135,#ANCNEC expressed its deep concern about statements that reflect patriarchal attitudes and denigrate women. These include statements on social media and elsewhere by leaders of the ANC. Such statements are unacceptable and have no place in the ANC or in society.,CyrilRamaphosa,46,7,South Africa
2021-03-29 20:15:59+00:00,1376629230885277702,"#ANCNEC welcomed that the ANC Electoral Committee has been convened &amp; briefed by the SGO on its terms of reference. The Electoral Committee consists of cdes K Motlanthe (Chair), N Ntingane (Deputy Chair), A Masondo, L Hani, B Tshwete, Nora Fakude, Theo Steele &amp; Loretta Jacobus.",CyrilRamaphosa,48,8,South Africa
2021-03-29 20:15:04+00:00,1376629000165068806,"#ANCNEC noted the report of work done by Officials as mandated by the last NEC to finalise, after consultations, a National Congress Preparatory Committee of the ANCYL, with a proviso that it is constituted by ANCYL members who are below 35, gender balanced &amp; from all provinces.",CyrilRamaphosa,33,3,South Africa
2021-03-29 20:13:43+00:00,1376628660527013888,The meeting instructed the Officials to urgently meet with the IPC and NEC North West deployees to finalise the matters raised by the IPC before the end of April 2021. The IPC is further urged to establish its Provincial Integrity Commission as a matter of urgency.,CyrilRamaphosa,20,2,South Africa
2021-03-29 20:13:43+00:00,1376628657180004353,The NEC noted the concern raised by the North West Interim Provincial Committee (IPC) regarding their ability to carry out their mandate in the province.,CyrilRamaphosa,34,5,South Africa
2021-03-29 20:11:52+00:00,1376628193571012616,The NEC further agreed that the Ethiopia-Tigray conflict and its resolution should be taken forward under our programme on Advancing the African Agenda.,CyrilRamaphosa,58,10,South Africa
2021-03-29 20:11:51+00:00,1376628190802763784,"under the guidance of the National Elections Team and urge all structures to focus on this critical elections work, fixing local government and reconnecting with the people, towards an overwhelming victory.",CyrilRamaphosa,19,2,South Africa
2021-03-29 20:11:51+00:00,1376628188047159303,"The NEC noted the report on preparations for local government elections, and appreciates the work already done, being carried out and planned,",CyrilRamaphosa,3,1,South Africa
2021-03-29 20:11:50+00:00,1376628185358548992,"• Preparations for May Day and Africa month, as well as Youth Month and Freedom Charter Day in June.",CyrilRamaphosa,3,1,South Africa
2021-03-29 20:11:49+00:00,1376628180795207685,"• Charlotte Maxeke week from 1-10 April, with the ANC Women’s League
• Anniversary of Solomon Kalushi Mahlangu Day on 6 April
• Commemoration of cde Chris Hani on 10 April
• The Covid-19 campaign to be devolved at district level
• Preparations for and holding of BBGMs",CyrilRamaphosa,4,2,South Africa
2021-03-29 20:11:48+00:00,1376628177238425605,"The NEC urged all its structures to mobilise and organised around the following activities that planned in the coming three months:
• Easter Covid 19 public health and education campaign
• Commemoration of the passing of cde Winnie Madikizela Mandela on 2 April",CyrilRamaphosa,7,1,South Africa
2021-03-29 20:11:47+00:00,1376628173585186825,"The NEC reaffirmed its commitment to activities under the banner of the Unity, Renewal and Reconstruction in the Year of Charlotte Maxeke.",CyrilRamaphosa,5,1,South Africa
2021-03-29 20:11:47+00:00,1376628170896588805,#ANCNEC received a report on the campaigns undertaken by the organisation since the last NEC and the update on the plans for the coming three months.,CyrilRamaphosa,36,3,South Africa
2021-03-29 20:10:03+00:00,1376627737234972672,"and urge all our structures and members to support the process in Parliament, and to make submissions guided by ANC positions in these public participation processes.",CyrilRamaphosa,24,3,South Africa
2021-03-29 20:10:02+00:00,1376627733736873992,"The NEC further recalls its comprehensive decisions on this matter taken at its meeting in May 2019, following the Land reform summit in March of that year,",CyrilRamaphosa,16,3,South Africa
2021-03-29 20:10:02+00:00,1376627731207761922,"It confirms the approach by Parliament that if we only rely on restitution, it will take decades to resolve the historical injustice, and hence the need to focus on land reform, redistribution and expropriation.",CyrilRamaphosa,5,1,South Africa
2021-03-29 20:10:01+00:00,1376627728426938369,#ANCNEC received a report on work progress in Parliament on the Expropriation Bill and the amendments to Section 25 of the Constitution.,CyrilRamaphosa,37,4,South Africa
2021-03-29 20:08:56+00:00,1376627453603504134,"The NEC confirmed the responsibility of the ANC Political Committee in Parliament to oversee matters before Caucus and to consult with, and be guided by Officials and Headquarters as and when required.",CyrilRamaphosa,19,6,South Africa
2021-03-29 20:08:55+00:00,1376627450734596103,"Following the findings of the independent experts that the Public Protector had a prima facie case to answer, the ANC Caucus agreed to support a motion in the National Assembly to move to the next stage of the process in terms of its rules.",CyrilRamaphosa,24,3,South Africa
2021-03-29 20:08:54+00:00,1376627448176082948,#ANCNEC reflected on the ANC’s approach to the issue of the Public Protector currently in Parliament. The NEC noted that the matter was dealt with in terms of the rules adopted by the National Assembly for the removal of a Head of a chapter 9 Institution.,CyrilRamaphosa,31,7,South Africa
2021-03-29 20:08:18+00:00,1376627294765191181,"The NEC agreed with the caution that we must ensure that we do not underfund critical TVET, Community Education and Training &amp; Skills sectors. These components are critical to empowering millions of young people &amp; ensuring lifelong learning and adult education &amp; literacy.",CyrilRamaphosa,28,4,South Africa
2021-03-29 20:08:17+00:00,1376627290784862211,The NEC welcomed the work in progress to look at solutions to address the student debt as well as the critical issue of funding of higher education for the missing middle.,CyrilRamaphosa,31,4,South Africa
2021-03-29 20:08:16+00:00,1376627287857242116,#ANCNEC received a report on the funding of higher education. The NEC noted the important progress that has been made over the last decade towards our commitment to provide free higher education to poor and working-class students.,CyrilRamaphosa,62,15,South Africa
2021-03-29 20:07:14+00:00,1376627025448931341,The NEC decided that it will convene a special session to evaluate the implementation of the Economic Recovery Plan and the programme of economic transformation.,CyrilRamaphosa,61,11,South Africa
2021-03-29 20:07:10+00:00,1376627011502940166,"The meeting agreed that while there is a pick-up in implementation of infrastructure projects, the pace needs to be accelerated. The NEC further urged the business community to support the recovery process by accelerating productive investments in the economy.",CyrilRamaphosa,35,12,South Africa
